"date","group","subject","team","label","response","comment"
"2018_9_27_10_8_46","6","6","3","roll117","2","actual_number: 8; reaction_time: 5.53"
"2018_9_27_10_8_50","6","5","3","roll115","1","actual_number: 8; reaction_time: 3.53"
"2018_9_27_10_8_55","6","6","3","roll118","3","actual_number: 8; reaction_time: 6.87"
"2018_9_27_10_8_56","6","4","2","roll116","6","actual_number: 8; reaction_time: 5.47"
"2018_9_27_10_8_58","6","5","3","roll116","4","actual_number: 8; reaction_time: 3.7"
"2018_9_27_10_9_4","6","4","2","roll117","3","actual_number: 8; reaction_time: 5.98"
"2018_9_27_10_9_5","6","5","3","roll117","4","actual_number: 8; reaction_time: 4.13"
"2018_9_27_10_9_11","6","5","3","roll118","5","actual_number: 8; reaction_time: 3.31"
"2018_9_27_10_9_12","6","4","2","roll118","2","actual_number: 8; reaction_time: 5.43"
"2018_9_27_10_10_6","6","1","1","Q1","d",
"2018_9_27_10_10_6","6","1","1","Q2","d",
"2018_9_27_10_10_6","6","1","1","Q3","b",
"2018_9_27_10_10_31","6","2","1","Q1","d",
"2018_9_27_10_10_31","6","2","1","Q2","d",
"2018_9_27_10_10_31","6","2","1","Q3","b",
"2018_9_27_10_11_28","6","3","2","Q1","d",
"2018_9_27_10_11_28","6","3","2","Q2","d",
"2018_9_27_10_11_28","6","3","2","Q3","b",
"2018_9_27_10_12_27","6","5","3","Q1","d",
"2018_9_27_10_12_27","6","5","3","Q2","d",
"2018_9_27_10_12_27","6","5","3","Q3","b",
"2018_9_27_10_14_30","6","4","2","Q1","d",
"2018_9_27_10_14_30","6","4","2","Q2","d",
"2018_9_27_10_14_30","6","4","2","Q3","b",
"2018_9_27_10_14_57","6","6","3","Q1","d",
"2018_9_27_10_14_57","6","6","3","Q2","d",
"2018_9_27_10_14_57","6","6","3","Q3","b",
"2018_9_27_10_40_34","6","5","3","roll201","1","actual_number: 9; reaction_time: 4.05"
"2018_9_27_10_40_39","6","5","3","roll202","6","actual_number: 9; reaction_time: 2.55"
"2018_9_27_10_40_39","6","6","3","roll201","6","actual_number: 9; reaction_time: 6.03"
"2018_9_27_10_40_43","6","6","3","roll202","6","actual_number: 9; reaction_time: 1.55"
"2018_9_27_10_40_44","6","5","3","roll203","3","actual_number: 9; reaction_time: 2.96"
"2018_9_27_10_40_46","6","6","3","roll203","6","actual_number: 9; reaction_time: 1.47"
"2018_9_27_10_40_52","6","5","3","roll204","3","actual_number: 9; reaction_time: 3.68"
"2018_9_27_10_40_56","6","6","3","roll204","6","actual_number: 9; reaction_time: 3.75"
"2018_9_27_10_40_58","6","5","3","roll205","5","actual_number: 9; reaction_time: 3.45"
"2018_9_27_10_41_1","6","6","3","roll205","6","actual_number: 9; reaction_time: 2.42"
"2018_9_27_10_41_3","6","5","3","roll206","5","actual_number: 9; reaction_time: 2.95"
"2018_9_27_10_41_6","6","6","3","roll206","6","actual_number: 9; reaction_time: 3.04"
"2018_9_27_10_41_11","6","5","3","roll207","2","actual_number: 9; reaction_time: 2.88"
"2018_9_27_10_41_16","6","6","3","roll207","5","actual_number: 9; reaction_time: 4.83"
"2018_9_27_10_41_16","6","5","3","roll208","5","actual_number: 9; reaction_time: 3.13"
"2018_9_27_10_41_22","6","5","3","roll209","4","actual_number: 9; reaction_time: 3.08"
"2018_9_27_10_41_23","6","6","3","roll208","6","actual_number: 9; reaction_time: 4.76"
"2018_9_27_10_41_27","6","3","2","roll201","5","actual_number: 9; reaction_time: 5.16"
"2018_9_27_10_41_28","6","6","3","roll209","6","actual_number: 9; reaction_time: 2.94"
"2018_9_27_10_41_29","6","5","3","roll210","4","actual_number: 9; reaction_time: 2.9"
"2018_9_27_10_41_33","6","4","2","roll201","3","actual_number: 9; reaction_time: 8.09"
"2018_9_27_10_41_35","6","1","1","roll201","6","actual_number: 9; reaction_time: 6.29"
"2018_9_27_10_41_35","6","5","3","roll211","1","actual_number: 9; reaction_time: 3.25"
"2018_9_27_10_41_35","6","3","2","roll202","6","actual_number: 9; reaction_time: 5.77"
"2018_9_27_10_41_36","6","6","3","roll210","4","actual_number: 9; reaction_time: 3.42"
"2018_9_27_10_41_41","6","5","3","roll212","5","actual_number: 9; reaction_time: 3.4"
"2018_9_27_10_41_41","6","1","1","roll202","3","actual_number: 9; reaction_time: 3.73"
"2018_9_27_10_41_41","6","6","3","roll211","5","actual_number: 9; reaction_time: 3.36"
"2018_9_27_10_41_43","6","3","2","roll203","2","actual_number: 9; reaction_time: 5.4"
"2018_9_27_10_41_44","6","4","2","roll202","2","actual_number: 9; reaction_time: 7.77"
"2018_9_27_10_41_45","6","2","1","roll201","1","actual_number: 9; reaction_time: 6.97"
"2018_9_27_10_41_46","6","6","3","roll212","5","actual_number: 9; reaction_time: 2.25"
"2018_9_27_10_41_47","6","1","1","roll203","4","actual_number: 9; reaction_time: 3.54"
"2018_9_27_10_41_48","6","5","3","roll213","1","actual_number: 9; reaction_time: 2.94"
"2018_9_27_10_41_52","6","5","3","roll214","5","actual_number: 9; reaction_time: 2.49"
"2018_9_27_10_41_54","6","3","2","roll204","2","actual_number: 9; reaction_time: 4.94"
"2018_9_27_10_41_54","6","4","2","roll203","5","actual_number: 9; reaction_time: 7.86"
"2018_9_27_10_41_54","6","6","3","roll213","2","actual_number: 9; reaction_time: 2.53"
"2018_9_27_10_41_54","6","2","1","roll202","5","actual_number: 9; reaction_time: 6.43"
"2018_9_27_10_41_56","6","1","1","roll204","6","actual_number: 9; reaction_time: 4.44"
"2018_9_27_10_41_58","6","5","3","roll215","2","actual_number: 9; reaction_time: 2.91"
"2018_9_27_10_41_59","6","6","3","roll214","2","actual_number: 9; reaction_time: 2.76"
"2018_9_27_10_42_1","6","3","2","roll205","5","actual_number: 9; reaction_time: 4.51"
"2018_9_27_10_42_2","6","2","1","roll203","1","actual_number: 9; reaction_time: 4.95"
"2018_9_27_10_42_3","6","6","3","roll215","6","actual_number: 9; reaction_time: 1.79"
"2018_9_27_10_42_3","6","1","1","roll205","6","actual_number: 9; reaction_time: 4.7"
"2018_9_27_10_42_5","6","5","3","roll216","1","actual_number: 9; reaction_time: 3.31"
"2018_9_27_10_42_8","6","4","2","roll204","3","actual_number: 9; reaction_time: 7.67"
"2018_9_27_10_42_8","6","3","2","roll206","6","actual_number: 9; reaction_time: 5.15"
"2018_9_27_10_42_10","6","1","1","roll206","6","actual_number: 9; reaction_time: 4.26"
"2018_9_27_10_42_10","6","5","3","roll217","1","actual_number: 9; reaction_time: 2.55"
"2018_9_27_10_42_11","6","6","3","roll216","2","actual_number: 9; reaction_time: 3.32"
"2018_9_27_10_42_14","6","2","1","roll204","6","actual_number: 9; reaction_time: 6.35"
"2018_9_27_10_42_16","6","6","3","roll217","4","actual_number: 9; reaction_time: 2.53"
"2018_9_27_10_42_16","6","5","3","roll218","5","actual_number: 9; reaction_time: 2.94"
"2018_9_27_10_42_16","6","4","2","roll205","1","actual_number: 9; reaction_time: 5.7"
"2018_9_27_10_42_17","6","3","2","roll207","1","actual_number: 9; reaction_time: 4.6"
"2018_9_27_10_42_18","6","1","1","roll207","6","actual_number: 9; reaction_time: 3.9"
"2018_9_27_10_42_20","6","2","1","roll205","1","actual_number: 9; reaction_time: 3.61"
"2018_9_27_10_42_21","6","6","3","roll218","6","actual_number: 9; reaction_time: 2.62"
"2018_9_27_10_42_24","6","3","2","roll208","6","actual_number: 9; reaction_time: 4.4"
"2018_9_27_10_42_24","6","4","2","roll206","4","actual_number: 9; reaction_time: 5.82"
"2018_9_27_10_42_25","6","1","1","roll208","2","actual_number: 9; reaction_time: 4.44"
"2018_9_27_10_42_26","6","2","1","roll206","2","actual_number: 9; reaction_time: 3.47"
"2018_9_27_10_42_31","6","3","2","roll209","2","actual_number: 9; reaction_time: 4.63"
"2018_9_27_10_42_32","6","1","1","roll209","5","actual_number: 9; reaction_time: 4.11"
"2018_9_27_10_42_35","6","2","1","roll207","3","actual_number: 9; reaction_time: 4.28"
"2018_9_27_10_42_35","6","4","2","roll207","5","actual_number: 9; reaction_time: 5.44"
"2018_9_27_10_42_36","6","6","3","pid","21186",
"2018_9_27_10_42_41","6","3","2","roll210","5","actual_number: 9; reaction_time: 5.21"
"2018_9_27_10_42_41","6","2","1","roll208","3","actual_number: 9; reaction_time: 3.69"
"2018_9_27_10_42_41","6","1","1","roll210","4","actual_number: 9; reaction_time: 4.87"
"2018_9_27_10_42_44","6","4","2","roll208","2","actual_number: 9; reaction_time: 5.66"
"2018_9_27_10_42_47","6","3","2","roll211","3","actual_number: 9; reaction_time: 3.61"
"2018_9_27_10_42_47","6","2","1","roll209","4","actual_number: 9; reaction_time: 3.82"
"2018_9_27_10_42_47","6","1","1","roll211","3","actual_number: 9; reaction_time: 3.78"
"2018_9_27_10_42_51","6","4","2","roll209","1","actual_number: 9; reaction_time: 4.75"
"2018_9_27_10_42_54","6","1","1","roll212","4","actual_number: 9; reaction_time: 3.79"
"2018_9_27_10_42_54","6","3","2","roll212","6","actual_number: 9; reaction_time: 4.44"
"2018_9_27_10_42_56","6","2","1","roll210","6","actual_number: 9; reaction_time: 3.47"
"2018_9_27_10_43_1","6","4","2","roll210","2","actual_number: 9; reaction_time: 5.38"
"2018_9_27_10_43_2","6","1","1","roll213","3","actual_number: 9; reaction_time: 3.5"
"2018_9_27_10_43_3","6","2","1","roll211","3","actual_number: 9; reaction_time: 4.86"
"2018_9_27_10_43_8","6","3","2","roll213","4","actual_number: 9; reaction_time: 6.83"
"2018_9_27_10_43_9","6","4","2","roll211","5","actual_number: 9; reaction_time: 5.7"
"2018_9_27_10_43_11","6","1","1","roll214","2","actual_number: 9; reaction_time: 6.64"
"2018_9_27_10_43_12","6","2","1","roll212","5","actual_number: 9; reaction_time: 6.25"
"2018_9_27_10_43_14","6","5","3","pid","22458",
"2018_9_27_10_43_15","6","3","2","roll214","4","actual_number: 9; reaction_time: 4.69"
"2018_9_27_10_43_17","6","4","2","roll212","4","actual_number: 9; reaction_time: 5.52"
"2018_9_27_10_43_18","6","1","1","roll215","6","actual_number: 9; reaction_time: 4.51"
"2018_9_27_10_43_21","6","2","1","roll213","5","actual_number: 9; reaction_time: 3.95"
"2018_9_27_10_43_23","6","3","2","roll215","2","actual_number: 9; reaction_time: 5.17"
"2018_9_27_10_43_27","6","2","1","roll214","6","actual_number: 9; reaction_time: 3.52"
"2018_9_27_10_43_27","6","1","1","roll216","3","actual_number: 9; reaction_time: 4.21"
"2018_9_27_10_43_28","6","4","2","roll213","1","actual_number: 9; reaction_time: 5.61"
"2018_9_27_10_43_31","6","3","2","roll216","3","actual_number: 9; reaction_time: 4.13"
"2018_9_27_10_43_32","6","2","1","roll215","3","actual_number: 9; reaction_time: 3.27"
"2018_9_27_10_43_33","6","1","1","roll217","2","actual_number: 9; reaction_time: 3.92"
"2018_9_27_10_43_36","6","4","2","roll214","5","actual_number: 9; reaction_time: 5.73"
"2018_9_27_10_43_37","6","3","2","roll217","6","actual_number: 9; reaction_time: 3.72"
"2018_9_27_10_43_39","6","1","1","roll218","6","actual_number: 9; reaction_time: 3.47"
"2018_9_27_10_43_42","6","2","1","roll216","5","actual_number: 9; reaction_time: 3.68"
"2018_9_27_10_43_44","6","4","2","roll215","3","actual_number: 9; reaction_time: 5.61"
"2018_9_27_10_43_45","6","3","2","roll218","6","actual_number: 9; reaction_time: 4.87"
"2018_9_27_10_43_48","6","2","1","roll217","3","actual_number: 9; reaction_time: 3.69"
"2018_9_27_10_43_55","6","4","2","roll216","3","actual_number: 9; reaction_time: 5.57"
"2018_9_27_10_43_56","6","2","1","roll218","5","actual_number: 9; reaction_time: 5.24"
"2018_9_27_10_43_58","6","1","1","pid","22596",
"2018_9_27_10_44_2","6","4","2","roll217","4","actual_number: 9; reaction_time: 4.9"
"2018_9_27_10_44_11","6","4","2","roll218","2","actual_number: 9; reaction_time: 5.79"
"2018_9_27_10_44_14","6","2","1","pid","22550",
"2018_9_27_10_44_28","6","3","2","pid","22579",
"2018_9_27_10_44_33","6","4","2","pid","22033",
"2018_9_28_13_5_17","8","3","2","roll301","1","actual_number: 10; reaction_time: 8.09"
"2018_9_28_13_5_18","8","2","1","roll301","3","actual_number: 10; reaction_time: 14.05"
"2018_9_28_13_5_25","8","5","3","roll301","1","actual_number: 10; reaction_time: 17.89"
"2018_9_28_13_5_25","8","4","2","roll301","6","actual_number: 10; reaction_time: 9.82"
"2018_9_28_13_5_27","8","9","5","roll301","6","actual_number: 10; reaction_time: 16.2"
"2018_9_28_13_5_28","8","3","2","roll302","2","actual_number: 10; reaction_time: 8.69"
"2018_9_28_13_5_28","8","2","1","roll302","5","actual_number: 10; reaction_time: 7.88"
"2018_9_28_13_5_29","8","1","1","roll301","1","actual_number: 10; reaction_time: 12.57"
"2018_9_28_13_5_33","8","4","2","roll302","1","actual_number: 10; reaction_time: 5.36"
"2018_9_28_13_5_35","8","8","4","roll301","3","actual_number: 10; reaction_time: 13.32"
"2018_9_28_13_5_36","8","2","1","roll303","6","actual_number: 10; reaction_time: 5.86"
"2018_9_28_13_5_36","8","9","5","roll302","1","actual_number: 10; reaction_time: 6.38"
"2018_9_28_13_5_37","8","3","2","roll303","5","actual_number: 10; reaction_time: 6.2"
"2018_9_28_13_5_38","8","6","3","roll301","3","actual_number: 10; reaction_time: 12.41"
"2018_9_28_13_5_39","8","5","3","roll302","1","actual_number: 10; reaction_time: 11.91"
"2018_9_28_13_5_40","8","1","1","roll302","3","actual_number: 10; reaction_time: 8.63"
"2018_9_28_13_5_41","8","4","2","roll303","3","actual_number: 10; reaction_time: 5.47"
"2018_9_28_13_5_43","8","10","5","roll301","3","actual_number: 10; reaction_time: 16.91"
"2018_9_28_13_5_44","8","9","5","roll303","4","actual_number: 10; reaction_time: 4.82"
"2018_9_28_13_5_48","8","6","3","roll302","4","actual_number: 10; reaction_time: 7.75"
"2018_9_28_13_5_48","8","8","4","roll302","6","actual_number: 10; reaction_time: 10.84"
"2018_9_28_13_5_49","8","1","1","roll303","2","actual_number: 10; reaction_time: 6.84"
"2018_9_28_13_5_50","8","7","4","roll301","1","actual_number: 10; reaction_time: 10.48"
"2018_9_28_13_5_51","8","3","2","roll304","5","actual_number: 10; reaction_time: 6.83"
"2018_9_28_13_5_52","8","2","1","roll304","5","actual_number: 10; reaction_time: 5.06"
"2018_9_28_13_5_55","8","10","5","roll302","2","actual_number: 10; reaction_time: 9.52"
"2018_9_28_13_5_55","8","5","3","roll303","4","actual_number: 10; reaction_time: 13.88"
"2018_9_28_13_5_56","8","6","3","roll303","2","actual_number: 10; reaction_time: 5.77"
"2018_9_28_13_5_58","8","3","2","roll305","3","actual_number: 10; reaction_time: 4.5"
"2018_9_28_13_5_58","8","8","4","roll303","3","actual_number: 10; reaction_time: 7.18"
"2018_9_28_13_5_59","8","7","4","roll302","1","actual_number: 10; reaction_time: 5.79"
"2018_9_28_13_5_59","8","9","5","roll304","2","actual_number: 10; reaction_time: 6.21"
"2018_9_28_13_6_0","8","2","1","roll305","3","actual_number: 10; reaction_time: 5.03"
"2018_9_28_13_6_3","8","1","1","roll304","4","actual_number: 10; reaction_time: 6.12"
"2018_9_28_13_6_4","8","3","2","roll306","1","actual_number: 10; reaction_time: 4.11"
"2018_9_28_13_6_5","8","9","5","roll305","5","actual_number: 10; reaction_time: 4.13"
"2018_9_28_13_6_6","8","7","4","roll303","5","actual_number: 10; reaction_time: 4.93"
"2018_9_28_13_6_7","8","4","2","roll304","2","actual_number: 10; reaction_time: 5.6"
"2018_9_28_13_6_7","8","10","5","roll303","4","actual_number: 10; reaction_time: 9.49"
"2018_9_28_13_6_7","8","2","1","roll306","4","actual_number: 10; reaction_time: 5.18"
"2018_9_28_13_6_11","8","1","1","roll305","2","actual_number: 10; reaction_time: 5.43"
"2018_9_28_13_6_12","8","9","5","roll306","2","actual_number: 10; reaction_time: 4.3"
"2018_9_28_13_6_14","8","4","2","roll305","6","actual_number: 10; reaction_time: 4.04"
"2018_9_28_13_6_16","8","2","1","roll307","5","actual_number: 10; reaction_time: 4.14"
"2018_9_28_13_6_17","8","8","4","roll304","4","actual_number: 10; reaction_time: 7.68"
"2018_9_28_13_6_17","8","3","2","roll307","5","actual_number: 10; reaction_time: 4.81"
"2018_9_28_13_6_17","8","5","3","roll304","3","actual_number: 10; reaction_time: 9.45"
"2018_9_28_13_6_17","8","6","3","roll304","6","actual_number: 10; reaction_time: 7.2"
"2018_9_28_13_6_19","8","1","1","roll306","5","actual_number: 10; reaction_time: 5.38"
"2018_9_28_13_6_19","8","7","4","roll304","5","actual_number: 10; reaction_time: 3.88"
"2018_9_28_13_6_21","8","4","2","roll306","4","actual_number: 10; reaction_time: 4.59"
"2018_9_28_13_6_23","8","2","1","roll308","6","actual_number: 10; reaction_time: 4.13"
"2018_9_28_13_6_23","8","3","2","roll308","2","actual_number: 10; reaction_time: 3.68"
"2018_9_28_13_6_26","8","7","4","roll305","6","actual_number: 10; reaction_time: 4.18"
"2018_9_28_13_6_26","8","6","3","roll305","5","actual_number: 10; reaction_time: 6.14"
"2018_9_28_13_6_26","8","10","5","roll304","1","actual_number: 10; reaction_time: 7.56"
"2018_9_28_13_6_27","8","8","4","roll305","3","actual_number: 10; reaction_time: 8.16"
"2018_9_28_13_6_28","8","9","5","roll307","4","actual_number: 10; reaction_time: 4.24"
"2018_9_28_13_6_29","8","1","1","roll307","1","actual_number: 10; reaction_time: 4.43"
"2018_9_28_13_6_29","8","3","2","roll309","3","actual_number: 10; reaction_time: 3.19"
"2018_9_28_13_6_29","8","5","3","roll305","6","actual_number: 10; reaction_time: 9.69"
"2018_9_28_13_6_31","8","2","1","roll309","4","actual_number: 10; reaction_time: 5.36"
"2018_9_28_13_6_33","8","4","2","roll307","6","actual_number: 10; reaction_time: 5.84"
"2018_9_28_13_6_33","8","7","4","roll306","1","actual_number: 10; reaction_time: 4.92"
"2018_9_28_13_6_34","8","9","5","roll308","1","actual_number: 10; reaction_time: 3.67"
"2018_9_28_13_6_35","8","6","3","roll306","3","actual_number: 10; reaction_time: 6.6"
"2018_9_28_13_6_36","8","1","1","roll308","1","actual_number: 10; reaction_time: 4.89"
"2018_9_28_13_6_37","8","8","4","roll306","3","actual_number: 10; reaction_time: 7.8"
"2018_9_28_13_6_38","8","10","5","roll305","1","actual_number: 10; reaction_time: 9.03"
"2018_9_28_13_6_39","8","4","2","roll308","1","actual_number: 10; reaction_time: 3.97"
"2018_9_28_13_6_40","8","5","3","roll306","1","actual_number: 10; reaction_time: 7.96"
"2018_9_28_13_6_40","8","9","5","roll309","3","actual_number: 10; reaction_time: 3.34"
"2018_9_28_13_6_43","8","1","1","roll309","1","actual_number: 10; reaction_time: 4.62"
"2018_9_28_13_6_45","8","4","2","roll309","2","actual_number: 10; reaction_time: 3.63"
"2018_9_28_13_6_45","8","7","4","roll307","1","actual_number: 10; reaction_time: 4.21"
"2018_9_28_13_6_48","8","6","3","roll307","6","actual_number: 10; reaction_time: 6.7"
"2018_9_28_13_6_51","8","10","5","roll306","5","actual_number: 10; reaction_time: 10.19"
"2018_9_28_13_6_52","8","8","4","roll307","4","actual_number: 10; reaction_time: 8.69"
"2018_9_28_13_6_53","8","7","4","roll308","5","actual_number: 10; reaction_time: 4.82"
"2018_9_28_13_6_53","8","9","5","roll101","4","actual_number: 8; reaction_time: 3.53"
"2018_9_28_13_6_54","8","5","3","roll307","4","actual_number: 10; reaction_time: 8.8"
"2018_9_28_13_6_58","8","6","3","roll308","2","actual_number: 10; reaction_time: 7.66"
"2018_9_28_13_6_58","8","2","1","roll101","4","actual_number: 8; reaction_time: 4.97"
"2018_9_28_13_6_59","8","9","5","roll102","2","actual_number: 8; reaction_time: 3.41"
"2018_9_28_13_6_59","8","7","4","roll309","1","actual_number: 10; reaction_time: 4.42"
"2018_9_28_13_7_2","8","8","4","roll308","2","actual_number: 10; reaction_time: 7.5"
"2018_9_28_13_7_3","8","1","1","roll101","6","actual_number: 8; reaction_time: 8.36"
"2018_9_28_13_7_4","8","5","3","roll308","3","actual_number: 10; reaction_time: 7.5"
"2018_9_28_13_7_5","8","2","1","roll102","1","actual_number: 8; reaction_time: 4.25"
"2018_9_28_13_7_5","8","6","3","roll309","3","actual_number: 10; reaction_time: 4.76"
"2018_9_28_13_7_5","8","3","2","roll101","4","actual_number: 8; reaction_time: 6.99"
"2018_9_28_13_7_5","8","10","5","roll307","3","actual_number: 10; reaction_time: 7.14"
"2018_9_28_13_7_5","8","9","5","roll103","6","actual_number: 8; reaction_time: 3.58"
"2018_9_28_13_7_11","8","2","1","roll103","6","actual_number: 8; reaction_time: 3.89"
"2018_9_28_13_7_12","8","3","2","roll102","5","actual_number: 8; reaction_time: 4.35"
"2018_9_28_13_7_13","8","8","4","roll309","3","actual_number: 10; reaction_time: 7.91"
"2018_9_28_13_7_14","8","4","2","roll101","3","actual_number: 8; reaction_time: 3.79"
"2018_9_28_13_7_14","8","1","1","roll102","6","actual_number: 8; reaction_time: 8.26"
"2018_9_28_13_7_15","8","5","3","roll309","5","actual_number: 10; reaction_time: 8.24"
"2018_9_28_13_7_16","8","9","5","roll104","4","actual_number: 8; reaction_time: 5.11"
"2018_9_28_13_7_16","8","10","5","roll308","1","actual_number: 10; reaction_time: 8.13"
"2018_9_28_13_7_18","8","3","2","roll103","4","actual_number: 8; reaction_time: 3.75"
"2018_9_28_13_7_20","8","9","5","roll105","3","actual_number: 8; reaction_time: 2.36"
"2018_9_28_13_7_21","8","4","2","roll102","4","actual_number: 8; reaction_time: 4.09"
"2018_9_28_13_7_21","8","2","1","roll104","5","actual_number: 8; reaction_time: 4.3"
"2018_9_28_13_7_23","8","1","1","roll103","5","actual_number: 8; reaction_time: 5.94"
"2018_9_28_13_7_25","8","10","5","roll309","3","actual_number: 10; reaction_time: 6.98"
"2018_9_28_13_7_27","8","2","1","roll105","3","actual_number: 8; reaction_time: 3.74"
"2018_9_28_13_7_28","8","4","2","roll103","2","actual_number: 8; reaction_time: 4.5"
"2018_9_28_13_7_28","8","9","5","roll106","5","actual_number: 8; reaction_time: 5.65"
"2018_9_28_13_7_32","8","3","2","roll104","6","actual_number: 8; reaction_time: 4.77"
"2018_9_28_13_7_33","8","2","1","roll106","2","actual_number: 8; reaction_time: 3.33"
"2018_9_28_13_7_34","8","1","1","roll104","2","actual_number: 8; reaction_time: 6.6"
"2018_9_28_13_7_35","8","8","4","roll101","5","actual_number: 8; reaction_time: 9.8"
"2018_9_28_13_7_36","8","9","5","roll107","6","actual_number: 8; reaction_time: 3.58"
"2018_9_28_13_7_37","8","4","2","roll104","1","actual_number: 8; reaction_time: 4.59"
"2018_9_28_13_7_38","8","3","2","roll105","5","actual_number: 8; reaction_time: 3.83"
"2018_9_28_13_7_41","8","1","1","roll105","6","actual_number: 8; reaction_time: 4.48"
"2018_9_28_13_7_41","8","2","1","roll107","6","actual_number: 8; reaction_time: 3.28"
"2018_9_28_13_7_42","8","9","5","roll108","4","actual_number: 8; reaction_time: 3.15"
"2018_9_28_13_7_42","8","7","4","roll101","6","actual_number: 8; reaction_time: 5.05"
"2018_9_28_13_7_43","8","4","2","roll105","3","actual_number: 8; reaction_time: 3.85"
"2018_9_28_13_7_44","8","5","3","roll101","2","actual_number: 8; reaction_time: 9.11"
"2018_9_28_13_7_44","8","3","2","roll106","3","actual_number: 8; reaction_time: 3.49"
"2018_9_28_13_7_45","8","8","4","roll102","1","actual_number: 8; reaction_time: 7.33"
"2018_9_28_13_7_47","8","6","3","roll101","3","actual_number: 8; reaction_time: 6.34"
"2018_9_28_13_7_47","8","9","5","roll109","5","actual_number: 8; reaction_time: 2.74"
"2018_9_28_13_7_47","8","2","1","roll108","1","actual_number: 8; reaction_time: 3.23"
"2018_9_28_13_7_47","8","1","1","roll106","3","actual_number: 8; reaction_time: 3.78"
"2018_9_28_13_7_49","8","10","5","roll101","4","actual_number: 8; reaction_time: 6.88"
"2018_9_28_13_7_49","8","7","4","roll102","2","actual_number: 8; reaction_time: 4.72"
"2018_9_28_13_7_50","8","4","2","roll106","6","actual_number: 8; reaction_time: 3.79"
"2018_9_28_13_7_52","8","2","1","roll109","3","actual_number: 8; reaction_time: 2.86"
"2018_9_28_13_7_54","8","3","2","roll107","6","actual_number: 8; reaction_time: 4.28"
"2018_9_28_13_7_55","8","9","5","roll110","2","actual_number: 8; reaction_time: 3.61"
"2018_9_28_13_7_55","8","5","3","roll102","6","actual_number: 8; reaction_time: 9.22"
"2018_9_28_13_7_55","8","6","3","roll102","1","actual_number: 8; reaction_time: 6.37"
"2018_9_28_13_7_56","8","7","4","roll103","3","actual_number: 8; reaction_time: 3.56"
"2018_9_28_13_7_57","8","1","1","roll107","6","actual_number: 8; reaction_time: 3.74"
"2018_9_28_13_7_59","8","4","2","roll107","2","actual_number: 8; reaction_time: 3.76"
"2018_9_28_13_8_0","8","10","5","roll102","1","actual_number: 8; reaction_time: 8.49"
"2018_9_28_13_8_0","8","3","2","roll108","4","actual_number: 8; reaction_time: 3.88"
"2018_9_28_13_8_1","8","9","5","roll111","5","actual_number: 8; reaction_time: 3.09"
"2018_9_28_13_8_1","8","2","1","roll110","4","actual_number: 8; reaction_time: 4.49"
"2018_9_28_13_8_3","8","8","4","roll103","2","actual_number: 8; reaction_time: 15.33"
"2018_9_28_13_8_4","8","6","3","roll103","5","actual_number: 8; reaction_time: 6.01"
"2018_9_28_13_8_4","8","1","1","roll108","6","actual_number: 8; reaction_time: 4.41"
"2018_9_28_13_8_5","8","4","2","roll108","2","actual_number: 8; reaction_time: 3.03"
"2018_9_28_13_8_5","8","7","4","roll104","1","actual_number: 8; reaction_time: 3.73"
"2018_9_28_13_8_6","8","3","2","roll109","3","actual_number: 8; reaction_time: 3.5"
"2018_9_28_13_8_7","8","9","5","roll112","5","actual_number: 8; reaction_time: 3.77"
"2018_9_28_13_8_7","8","2","1","roll111","6","actual_number: 8; reaction_time: 3.17"
"2018_9_28_13_8_7","8","5","3","roll103","3","actual_number: 8; reaction_time: 9.67"
"2018_9_28_13_8_10","8","10","5","roll103","6","actual_number: 8; reaction_time: 7.8"
"2018_9_28_13_8_11","8","1","1","roll109","1","actual_number: 8; reaction_time: 4.19"
"2018_9_28_13_8_11","8","7","4","roll105","4","actual_number: 8; reaction_time: 4.02"
"2018_9_28_13_8_12","8","2","1","roll112","5","actual_number: 8; reaction_time: 2.81"
"2018_9_28_13_8_12","8","4","2","roll109","5","actual_number: 8; reaction_time: 5.13"
"2018_9_28_13_8_15","8","3","2","roll110","4","actual_number: 8; reaction_time: 4.06"
"2018_9_28_13_8_16","8","8","4","roll104","5","actual_number: 8; reaction_time: 8.4"
"2018_9_28_13_8_17","8","9","5","roll113","6","actual_number: 8; reaction_time: 3.89"
"2018_9_28_13_8_18","8","6","3","roll104","6","actual_number: 8; reaction_time: 7.38"
"2018_9_28_13_8_18","8","7","4","roll106","3","actual_number: 8; reaction_time: 4.2"
"2018_9_28_13_8_20","8","4","2","roll110","4","actual_number: 8; reaction_time: 2.33"
"2018_9_28_13_8_20","8","1","1","roll110","3","actual_number: 8; reaction_time: 4.82"
"2018_9_28_13_8_20","8","2","1","roll113","3","actual_number: 8; reaction_time: 3.82"
"2018_9_28_13_8_21","8","3","2","roll111","4","actual_number: 8; reaction_time: 3.84"
"2018_9_28_13_8_21","8","9","5","roll114","3","actual_number: 8; reaction_time: 2.4"
"2018_9_28_13_8_24","8","10","5","roll104","1","actual_number: 8; reaction_time: 6.76"
"2018_9_28_13_8_25","8","7","4","roll107","5","actual_number: 8; reaction_time: 1.92"
"2018_9_28_13_8_25","8","5","3","roll104","4","actual_number: 8; reaction_time: 10.35"
"2018_9_28_13_8_25","8","8","4","roll105","1","actual_number: 8; reaction_time: 6.95"
