"date","group","subject","team","stage","round","condition","type","response1","error1","comment","RT"
"2018_9_26_14_43_35","3","3","2","1","32","forced","NULL","5","NULL","actual_number: 7","7.28"
"2018_9_26_14_43_44","3","6","2","2","32","forced","NULL","1","NULL","actual_number: 7","2.56"
"2018_9_26_14_43_45","3","1","1","1","32","forced","NULL","4","NULL","actual_number: 7","7.66"
"2018_9_26_14_43_46","3","5","3","1","33","forced","NULL","6","NULL","actual_number: 7","3.89"
"2018_9_26_14_43_57","3","4","1","2","32","forced","NULL","1","NULL","actual_number: 7","7"
"2018_9_26_14_44_0","3","2","3","2","33","forced","NULL","2","NULL","actual_number: 7","3.44"
"2018_9_26_14_44_1","3","3","2","1","33","forced","NULL","6","NULL","actual_number: 7","3.36"
"2018_9_26_14_44_13","3","6","2","2","33","forced","NULL","4","NULL","actual_number: 7","6.05"
"2018_9_26_14_44_36","3","1","1","1","33","forced","NULL","5","NULL","actual_number: 7","8.79"
"2018_9_26_14_44_51","3","4","1","2","33","forced","NULL","3","NULL","actual_number: 7","7.89"
"2018_9_26_14_45_51","3","3","2","1","34","forced","NULL","1","NULL","actual_number: 7","1.85"
"2018_9_26_14_45_59","3","5","3","1","34","forced","NULL","2","NULL","actual_number: 7","5.12"
"2018_9_26_14_46_3","3","4","2","2","34","forced","NULL","5","NULL","actual_number: 7","5.79"
"2018_9_26_14_46_5","3","1","1","1","34","forced","NULL","4","NULL","actual_number: 7","4.48"
"2018_9_26_14_46_8","3","6","3","2","34","forced","NULL","4","NULL","actual_number: 7","3.89"
"2018_9_26_14_46_16","3","2","1","2","34","forced","NULL","4","NULL","actual_number: 7","2.91"
"2018_9_26_14_46_17","3","3","2","1","35","forced","NULL","3","NULL","actual_number: 7","1.68"
"2018_9_26_14_46_23","3","5","3","1","35","forced","NULL","5","NULL","actual_number: 7","2.09"
"2018_9_26_14_46_29","3","6","3","2","35","forced","NULL","3","NULL","actual_number: 7","1.92"
"2018_9_26_14_46_32","3","1","1","1","35","forced","NULL","5","NULL","actual_number: 7","4.24"
"2018_9_26_14_46_34","3","4","2","2","35","forced","NULL","4","NULL","actual_number: 7","7.98"
"2018_9_26_14_46_43","3","5","3","1","36","forced","NULL","2","NULL","actual_number: 7","1.87"
"2018_9_26_14_46_45","3","2","1","2","35","forced","NULL","1","NULL","actual_number: 7","3.14"
"2018_9_26_14_46_54","3","6","3","2","36","forced","NULL","3","NULL","actual_number: 7","1.78"
"2018_9_26_14_47_4","3","3","2","1","36","forced","NULL","3","NULL","actual_number: 7","4.01"
"2018_9_26_14_47_4","3","1","1","1","36","forced","NULL","3","NULL","actual_number: 7","4.05"
"2018_9_26_14_47_17","3","2","1","2","36","forced","NULL","6","NULL","actual_number: 7","4.89"
"2018_9_26_14_47_19","3","4","2","2","36","forced","NULL","2","NULL","actual_number: 7","7.1"
"2018_9_27_10_11_8","6","1","1","1","1","forced","NULL","5","NULL","actual_number: 7","10.89"
"2018_9_27_10_11_56","6","2","1","2","1","forced","NULL","1","NULL","actual_number: 7","7.98"
"2018_9_27_10_12_16","6","1","1","1","2","forced","NULL","4","NULL","actual_number: 7","5.66"
"2018_9_27_10_12_26","6","2","1","2","2","forced","NULL","1","NULL","actual_number: 7","4.8"
"2018_9_27_10_12_45","6","1","1","1","3","forced","NULL","3","NULL","actual_number: 7","4.89"
"2018_9_27_10_12_52","6","3","2","1","1","forced","NULL","5","NULL","actual_number: 7","12.57"
"2018_9_27_10_12_57","6","2","1","2","3","forced","NULL","4","NULL","actual_number: 7","5.17"
"2018_9_27_10_14_1","6","5","3","1","1","forced","NULL","1","NULL","actual_number: 7","11.56"
"2018_9_27_10_15_52","6","6","3","2","1","forced","NULL","2","NULL","actual_number: 7","5.07"
"2018_9_27_10_16_17","6","4","2","2","1","forced","NULL","5","NULL","actual_number: 7","9.44"
"2018_9_27_10_16_18","6","5","3","1","2","forced","NULL","2","NULL","actual_number: 7","8.61"
"2018_9_27_10_16_25","6","6","3","2","2","forced","NULL","3","NULL","actual_number: 7","3.9"
"2018_9_27_10_16_43","6","5","3","1","3","forced","NULL","5","NULL","actual_number: 7","5.89"
"2018_9_27_10_16_48","6","3","2","1","2","forced","NULL","3","NULL","actual_number: 7","15.67"
"2018_9_27_10_16_53","6","6","3","2","3","forced","NULL","4","NULL","actual_number: 7","2.8"
"2018_9_27_10_16_59","6","4","2","2","2","forced","NULL","3","NULL","actual_number: 7","6.2"
"2018_9_27_10_17_18","6","3","2","1","3","forced","NULL","5","NULL","actual_number: 7","6.23"
"2018_9_27_10_17_30","6","4","2","2","3","forced","NULL","2","NULL","actual_number: 7","5.95"
"2018_9_27_10_18_23","6","5","3","1","4","forced","NULL","1","NULL","actual_number: 7","6.1"
"2018_9_27_10_18_24","6","1","1","1","4","forced","NULL","3","NULL","actual_number: 7","7.46"
"2018_9_27_10_18_26","6","3","2","1","4","forced","NULL","3","NULL","actual_number: 7","7.17"
"2018_9_27_10_18_36","6","4","3","2","4","forced","NULL","5","NULL","actual_number: 7","7.14"
"2018_9_27_10_18_37","6","6","1","2","4","forced","NULL","3","NULL","actual_number: 7","4.76"
"2018_9_27_10_18_38","6","2","2","2","4","forced","NULL","5","NULL","actual_number: 7","6.42"
"2018_9_27_10_18_54","6","1","1","1","5","forced","NULL","5","NULL","actual_number: 7","5.45"
"2018_9_27_10_18_54","6","5","3","1","5","forced","NULL","5","NULL","actual_number: 7","3.86"
"2018_9_27_10_18_55","6","3","2","1","5","forced","NULL","5","NULL","actual_number: 7","3.72"
"2018_9_27_10_19_2","6","6","1","2","5","forced","NULL","1","NULL","actual_number: 7","3.11"
"2018_9_27_10_19_9","6","2","2","2","5","forced","NULL","2","NULL","actual_number: 7","6.29"
"2018_9_27_10_19_9","6","4","3","2","5","forced","NULL","5","NULL","actual_number: 7","8.73"
"2018_9_27_10_19_18","6","1","1","1","6","forced","NULL","4","NULL","actual_number: 7","5.38"
"2018_9_27_10_19_26","6","6","1","2","6","forced","NULL","5","NULL","actual_number: 7","2.07"
"2018_9_27_10_19_29","6","3","2","1","6","forced","NULL","4","NULL","actual_number: 7","7.31"
"2018_9_27_10_19_30","6","5","3","1","6","forced","NULL","6","NULL","actual_number: 7","6.29"
"2018_9_27_10_19_42","6","2","2","2","6","forced","NULL","6","NULL","actual_number: 7","4.86"
"2018_9_27_10_19_43","6","4","3","2","6","forced","NULL","6","NULL","actual_number: 7","5.7"
"2018_9_27_10_20_28","6","3","2","1","7","forced","NULL","6","NULL","actual_number: 7","6.25"
"2018_9_27_10_20_31","6","1","1","1","7","forced","NULL","3","NULL","actual_number: 7","6.48"
"2018_9_27_10_20_38","6","6","2","2","7","forced","NULL","6","NULL","actual_number: 7","2.3"
"2018_9_27_10_20_45","6","4","1","2","7","forced","NULL","5","NULL","actual_number: 7","7.26"
"2018_9_27_10_20_50","6","5","3","1","7","forced","NULL","2","NULL","actual_number: 7","8.08"
"2018_9_27_10_20_55","6","3","2","1","8","forced","NULL","5","NULL","actual_number: 7","4.71"
"2018_9_27_10_21_0","6","2","3","2","7","forced","NULL","5","NULL","actual_number: 7","4.55"
"2018_9_27_10_21_4","6","1","1","1","8","forced","NULL","2","NULL","actual_number: 7","5.66"
"2018_9_27_10_21_4","6","6","2","2","8","forced","NULL","4","NULL","actual_number: 7","3.75"
"2018_9_27_10_21_13","6","4","1","2","8","forced","NULL","5","NULL","actual_number: 7","4.44"
"2018_9_27_10_21_16","6","5","3","1","8","forced","NULL","5","NULL","actual_number: 7","2.72"
"2018_9_27_10_21_24","6","3","2","1","9","forced","NULL","4","NULL","actual_number: 7","3.53"
"2018_9_27_10_21_29","6","2","3","2","8","forced","NULL","3","NULL","actual_number: 7","5.01"
"2018_9_27_10_21_33","6","1","1","1","9","forced","NULL","4","NULL","actual_number: 7","5.17"
"2018_9_27_10_21_34","6","6","2","2","9","forced","NULL","6","NULL","actual_number: 7","3.06"
"2018_9_27_10_21_46","6","5","3","1","9","forced","NULL","5","NULL","actual_number: 7","3.83"
"2018_9_27_10_21_46","6","4","1","2","9","forced","NULL","5","NULL","actual_number: 7","6.51"
"2018_9_27_10_22_2","6","2","3","2","9","forced","NULL","3","NULL","actual_number: 7","3.7"
"2018_9_27_10_23_5","6","3","2","1","10","forced","NULL","5","NULL","actual_number: 7","6.86"
"2018_9_27_10_23_16","6","1","1","1","10","forced","NULL","6","NULL","actual_number: 7","6.33"
"2018_9_27_10_23_22","6","5","3","1","10","forced","NULL","3","NULL","actual_number: 7","6.37"
"2018_9_27_10_23_28","6","4","2","2","10","forced","NULL","4","NULL","actual_number: 7","6.28"
"2018_9_27_10_23_29","6","2","1","2","10","forced","NULL","4","NULL","actual_number: 7","5.98"
"2018_9_27_10_23_30","6","6","3","2","10","forced","NULL","5","NULL","actual_number: 7","3.34"
"2018_9_27_10_23_43","6","5","3","1","11","forced","NULL","6","NULL","actual_number: 7","3.01"
"2018_9_27_10_23_44","6","3","2","1","11","forced","NULL","4","NULL","actual_number: 7","4.15"
"2018_9_27_10_23_47","6","1","1","1","11","forced","NULL","4","NULL","actual_number: 7","5.08"
"2018_9_27_10_23_54","6","6","3","2","11","forced","NULL","6","NULL","actual_number: 7","3.38"
"2018_9_27_10_24_0","6","4","2","2","11","forced","NULL","3","NULL","actual_number: 7","6.95"
"2018_9_27_10_24_0","6","2","1","2","11","forced","NULL","6","NULL","actual_number: 7","4.61"
"2018_9_27_10_24_15","6","3","2","1","12","forced","NULL","6","NULL","actual_number: 7","3.48"
"2018_9_27_10_24_16","6","5","3","1","12","forced","NULL","5","NULL","actual_number: 7","8.74"
"2018_9_27_10_24_16","6","1","1","1","12","forced","NULL","6","NULL","actual_number: 7","6.19"
"2018_9_27_10_24_25","6","6","3","2","12","forced","NULL","6","NULL","actual_number: 7","3.65"
"2018_9_27_10_24_26","6","4","2","2","12","forced","NULL","1","NULL","actual_number: 7","7.36"
"2018_9_27_10_24_28","6","2","1","2","12","forced","NULL","4","NULL","actual_number: 7","4.36"
"2018_9_27_10_25_15","6","5","3","1","13","forced","NULL","3","NULL","actual_number: 7","5.53"
"2018_9_27_10_25_16","6","3","2","1","13","forced","NULL","5","NULL","actual_number: 7","6.87"
"2018_9_27_10_25_23","6","1","1","1","13","forced","NULL","2","NULL","actual_number: 7","5.7"
"2018_9_27_10_25_29","6","4","3","2","13","forced","NULL","4","NULL","actual_number: 7","5.91"
"2018_9_27_10_25_34","6","2","2","2","13","forced","NULL","2","NULL","actual_number: 7","4.12"
"2018_9_27_10_25_35","6","6","1","2","13","forced","NULL","4","NULL","actual_number: 7","3.27"
"2018_9_27_10_25_45","6","5","3","1","14","forced","NULL","2","NULL","actual_number: 7","3.32"
"2018_9_27_10_25_50","6","1","1","1","14","forced","NULL","4","NULL","actual_number: 7","4.82"
"2018_9_27_10_25_51","6","3","2","1","14","forced","NULL","4","NULL","actual_number: 7","2.75"
"2018_9_27_10_25_57","6","4","3","2","14","forced","NULL","1","NULL","actual_number: 7","5.71"
"2018_9_27_10_26_2","6","6","1","2","14","forced","NULL","3","NULL","actual_number: 7","2.49"
"2018_9_27_10_26_6","6","2","2","2","14","forced","NULL","4","NULL","actual_number: 7","8.13"
"2018_9_27_10_26_12","6","5","3","1","15","forced","NULL","3","NULL","actual_number: 7","4.16"
"2018_9_27_10_26_19","6","1","1","1","15","forced","NULL","5","NULL","actual_number: 7","6.07"
"2018_9_27_10_26_21","6","4","3","2","15","forced","NULL","5","NULL","actual_number: 7","3.89"
"2018_9_27_10_26_22","6","3","2","1","15","forced","NULL","4","NULL","actual_number: 7","2.81"
"2018_9_27_10_26_29","6","6","1","2","15","forced","NULL","4","NULL","actual_number: 7","4.15"
"2018_9_27_10_26_30","6","2","2","2","15","forced","NULL","3","NULL","actual_number: 7","4.17"
"2018_9_27_10_27_13","6","5","3","1","16","forced","NULL","5","NULL","actual_number: 7","3.6"
"2018_9_27_10_27_18","6","3","2","1","16","forced","NULL","4","NULL","actual_number: 7","4.99"
"2018_9_27_10_27_21","6","1","1","1","16","forced","NULL","4","NULL","actual_number: 7","6.7"
"2018_9_27_10_27_27","6","2","3","2","16","forced","NULL","2","NULL","actual_number: 7","4.51"
"2018_9_27_10_27_27","6","6","2","2","16","forced","NULL","4","NULL","actual_number: 7","2.58"
"2018_9_27_10_27_32","6","4","1","2","16","forced","NULL","6","NULL","actual_number: 7","3.96"
"2018_9_27_10_27_44","6","5","3","1","17","forced","NULL","4","NULL","actual_number: 7","3.71"
"2018_9_27_10_27_46","6","3","2","1","17","forced","NULL","6","NULL","actual_number: 7","4.29"
"2018_9_27_10_27_48","6","1","1","1","17","forced","NULL","5","NULL","actual_number: 7","4.02"
"2018_9_27_10_27_59","6","2","3","2","17","forced","NULL","4","NULL","actual_number: 7","6.54"
"2018_9_27_10_28_0","6","6","2","2","17","forced","NULL","6","NULL","actual_number: 7","4.01"
"2018_9_27_10_28_3","6","4","1","2","17","forced","NULL","5","NULL","actual_number: 7","7.54"
"2018_9_27_10_28_17","6","5","3","1","18","forced","NULL","3","NULL","actual_number: 7","4.23"
"2018_9_27_10_28_21","6","1","1","1","18","forced","NULL","6","NULL","actual_number: 7","4.89"
"2018_9_27_10_28_22","6","3","2","1","18","forced","NULL","5","NULL","actual_number: 7","7.49"
"2018_9_27_10_28_25","6","2","3","2","18","forced","NULL","3","NULL","actual_number: 7","3.68"
"2018_9_27_10_28_29","6","6","2","2","18","forced","NULL","1","NULL","actual_number: 7","2.42"
"2018_9_27_10_28_33","6","4","1","2","18","forced","NULL","1","NULL","actual_number: 7","5.77"
"2018_9_27_10_29_34","6","1","1","1","19","forced","NULL","5","NULL","actual_number: 7","5.6"
"2018_9_27_10_29_37","6","3","2","1","19","forced","NULL","2","NULL","actual_number: 7","7.17"
"2018_9_27_10_29_41","6","5","3","1","19","forced","NULL","4","NULL","actual_number: 7","4.21"
"2018_9_27_10_29_45","6","6","2","2","19","forced","NULL","2","NULL","actual_number: 7","2.8"
"2018_9_27_10_29_52","6","2","3","2","19","forced","NULL","3","NULL","actual_number: 7","4.35"
"2018_9_27_10_29_53","6","4","1","2","19","forced","NULL","5","NULL","actual_number: 7","7.35"
"2018_9_27_10_29_59","6","3","2","1","20","forced","NULL","3","NULL","actual_number: 7","2.83"
"2018_9_27_10_30_7","6","6","2","2","20","forced","NULL","3","NULL","actual_number: 7","3.07"
"2018_9_27_10_30_7","6","5","3","1","20","forced","NULL","3","NULL","actual_number: 7","2.88"
"2018_9_27_10_30_8","6","1","1","1","20","forced","NULL","3","NULL","actual_number: 7","2.94"
"2018_9_27_10_30_19","6","4","1","2","20","forced","NULL","2","NULL","actual_number: 7","6.14"
"2018_9_27_10_30_19","6","2","3","2","20","forced","NULL","5","NULL","actual_number: 7","7.56"
"2018_9_27_10_30_21","6","3","2","1","21","forced","NULL","6","NULL","actual_number: 7","2.4"
"2018_9_27_10_30_28","6","6","2","2","21","forced","NULL","6","NULL","actual_number: 7","2.18"
"2018_9_27_10_30_31","6","5","3","1","21","forced","NULL","2","NULL","actual_number: 7","1.89"
"2018_9_27_10_30_34","6","1","1","1","21","forced","NULL","6","NULL","actual_number: 7","4.11"
"2018_9_27_10_30_45","6","4","1","2","21","forced","NULL","1","NULL","actual_number: 7","6.16"
"2018_9_27_10_30_45","6","2","3","2","21","forced","NULL","5","NULL","actual_number: 7","5.51"
"2018_9_27_10_31_6","6","3","2","1","22","forced","NULL","6","NULL","actual_number: 7","5.13"
"2018_9_27_10_31_14","6","6","2","2","22","forced","NULL","6","NULL","actual_number: 7","2.89"
"2018_9_27_10_31_20","6","5","3","1","22","forced","NULL","3","NULL","actual_number: 7","3.12"
"2018_9_27_10_31_23","6","1","1","1","22","forced","NULL","5","NULL","actual_number: 7","6.19"
"2018_9_27_10_31_29","6","3","2","1","23","forced","NULL","6","NULL","actual_number: 7","3.51"
"2018_9_27_10_31_32","6","2","3","2","22","forced","NULL","6","NULL","actual_number: 7","4.29"
"2018_9_27_10_31_33","6","4","1","2","22","forced","NULL","5","NULL","actual_number: 7","5.94"
"2018_9_27_10_31_35","6","6","2","2","23","forced","NULL","6","NULL","actual_number: 7","2.44"
"2018_9_27_10_31_44","6","5","3","1","23","forced","NULL","2","NULL","actual_number: 7","1.58"
"2018_9_27_10_31_49","6","1","1","1","23","forced","NULL","4","NULL","actual_number: 7","4.32"
"2018_9_27_10_31_51","6","3","2","1","24","forced","NULL","6","NULL","actual_number: 7","2.7"
"2018_9_27_10_31_55","6","2","3","2","23","forced","NULL","2","NULL","actual_number: 7","4.25"
"2018_9_27_10_32_0","6","6","2","2","24","forced","NULL","6","NULL","actual_number: 7","2.75"
"2018_9_27_10_32_2","6","4","1","2","23","forced","NULL","6","NULL","actual_number: 7","5.37"
"2018_9_27_10_32_10","6","5","3","1","24","forced","NULL","3","NULL","actual_number: 7","3.66"
"2018_9_27_10_32_21","6","1","1","1","24","forced","NULL","4","NULL","actual_number: 7","4.73"
"2018_9_27_10_32_23","6","2","3","2","24","forced","NULL","2","NULL","actual_number: 7","5.5"
"2018_9_27_10_32_31","6","4","1","2","24","forced","NULL","3","NULL","actual_number: 7","4.99"
"2018_9_27_10_32_41","6","3","2","1","25","forced","NULL","5","NULL","actual_number: 7","4.99"
"2018_9_27_10_32_51","6","6","2","2","25","forced","NULL","5","NULL","actual_number: 7","2.6"
"2018_9_27_10_33_0","6","5","3","1","25","forced","NULL","6","NULL","actual_number: 7","3.83"
"2018_9_27_10_33_9","6","3","2","1","26","forced","NULL","4","NULL","actual_number: 7","3.46"
"2018_9_27_10_33_11","6","1","1","1","25","forced","NULL","6","NULL","actual_number: 7","6.28"
"2018_9_27_10_33_13","6","2","3","2","25","forced","NULL","6","NULL","actual_number: 7","5.82"
"2018_9_27_10_33_16","6","6","2","2","26","forced","NULL","6","NULL","actual_number: 7","2.21"
"2018_9_27_10_33_27","6","4","1","2","25","forced","NULL","6","NULL","actual_number: 7","8.21"
"2018_9_27_10_33_29","6","5","3","1","26","forced","NULL","1","NULL","actual_number: 7","3.06"
"2018_9_27_10_33_31","6","3","2","1","27","forced","NULL","1","NULL","actual_number: 7","3.23"
"2018_9_27_10_33_39","6","6","2","2","27","forced","NULL","3","NULL","actual_number: 7","5.3"
"2018_9_27_10_33_43","6","2","3","2","26","forced","NULL","6","NULL","actual_number: 7","6.47"
"2018_9_27_10_33_45","6","1","1","1","26","forced","NULL","5","NULL","actual_number: 7","5"
"2018_9_27_10_33_58","6","4","1","2","26","forced","NULL","5","NULL","actual_number: 7","7.16"
"2018_9_27_10_33_59","6","5","3","1","27","forced","NULL","3","NULL","actual_number: 7","3.15"
"2018_9_27_10_34_12","6","2","3","2","27","forced","NULL","3","NULL","actual_number: 7","5.9"
"2018_9_27_10_34_18","6","1","1","1","27","forced","NULL","4","NULL","actual_number: 7","4.63"
"2018_9_27_10_34_34","6","4","1","2","27","forced","NULL","2","NULL","actual_number: 7","8.78"
"2018_9_27_10_35_22","6","3","2","1","28","forced","NULL","3","NULL","actual_number: 7","7.06"
"2018_9_27_10_35_26","6","5","3","1","28","forced","NULL","5","NULL","actual_number: 7","4.69"
"2018_9_27_10_35_36","6","6","3","2","28","forced","NULL","6","NULL","actual_number: 7","2.46"
"2018_9_27_10_35_52","6","5","3","1","29","forced","NULL","3","NULL","actual_number: 7","3.5"
"2018_9_27_10_35_52","6","4","2","2","28","forced","NULL","1","NULL","actual_number: 7","5.5"
"2018_9_27_10_35_54","6","1","1","1","28","forced","NULL","6","NULL","actual_number: 7","6.34"
"2018_9_27_10_36_2","6","6","3","2","29","forced","NULL","1","NULL","actual_number: 7","1.84"
"2018_9_27_10_36_7","6","3","2","1","29","forced","NULL","4","NULL","actual_number: 7","2.66"
"2018_9_27_10_36_8","6","2","1","2","28","forced","NULL","4","NULL","actual_number: 7","5.96"
"2018_9_27_10_36_17","6","5","3","1","30","forced","NULL","1","NULL","actual_number: 7","3.2"
"2018_9_27_10_36_22","6","4","2","2","29","forced","NULL","1","NULL","actual_number: 7","6.36"
"2018_9_27_10_36_27","6","1","1","1","29","forced","NULL","5","NULL","actual_number: 7","5.24"
"2018_9_27_10_36_29","6","6","3","2","30","forced","NULL","2","NULL","actual_number: 7","2.4"
"2018_9_27_10_36_37","6","3","2","1","30","forced","NULL","5","NULL","actual_number: 7","2.72"
"2018_9_27_10_36_40","6","2","1","2","29","forced","NULL","2","NULL","actual_number: 7","5.38"
"2018_9_27_10_36_55","6","4","2","2","30","forced","NULL","5","NULL","actual_number: 7","9.56"
"2018_9_27_10_36_58","6","1","1","1","30","forced","NULL","5","NULL","actual_number: 7","4.82"
"2018_9_27_10_37_7","6","5","3","1","31","forced","NULL","1","NULL","actual_number: 7","3.74"
"2018_9_27_10_37_9","6","2","1","2","30","forced","NULL","3","NULL","actual_number: 7","6.19"
"2018_9_27_10_37_18","6","6","3","2","31","forced","NULL","1","NULL","actual_number: 7","2.49"
"2018_9_27_10_37_33","6","5","3","1","32","forced","NULL","6","NULL","actual_number: 7","3.81"
"2018_9_27_10_37_40","6","6","3","2","32","forced","NULL","6","NULL","actual_number: 7","2.84"
"2018_9_27_10_37_42","6","3","2","1","31","forced","NULL","5","NULL","actual_number: 7","6.56"
"2018_9_27_10_37_55","6","1","1","1","31","forced","NULL","2","NULL","actual_number: 7","5.87"
"2018_9_27_10_37_57","6","4","2","2","31","forced","NULL","2","NULL","actual_number: 7","6.94"
"2018_9_27_10_38_1","6","5","3","1","33","forced","NULL","4","NULL","actual_number: 7","4.71"
"2018_9_27_10_38_5","6","2","1","2","31","forced","NULL","6","NULL","actual_number: 7","5.58"
"2018_9_27_10_38_9","6","6","3","2","33","forced","NULL","1","NULL","actual_number: 7","3.16"
"2018_9_27_10_38_11","6","3","2","1","32","forced","NULL","3","NULL","actual_number: 7","2.33"
"2018_9_27_10_38_21","6","1","1","1","32","forced","NULL","4","NULL","actual_number: 7","3.73"
"2018_9_27_10_38_23","6","4","2","2","32","forced","NULL","5","NULL","actual_number: 7","7.6"
"2018_9_27_10_38_34","6","2","1","2","32","forced","NULL","2","NULL","actual_number: 7","5.82"
"2018_9_27_10_38_36","6","3","2","1","33","forced","NULL","6","NULL","actual_number: 7","3.06"
"2018_9_27_10_38_48","6","5","3","1","34","forced","NULL","4","NULL","actual_number: 7","5.54"
"2018_9_27_10_38_49","6","4","2","2","33","forced","NULL","5","NULL","actual_number: 7","6.22"
"2018_9_27_10_38_51","6","1","1","1","33","forced","NULL","6","NULL","actual_number: 7","3.46"
"2018_9_27_10_38_59","6","6","3","2","34","forced","NULL","5","NULL","actual_number: 7","2.54"
"2018_9_27_10_39_3","6","2","1","2","33","forced","NULL","6","NULL","actual_number: 7","5.03"
"2018_9_27_10_39_14","6","5","3","1","35","forced","NULL","1","NULL","actual_number: 7","3.47"
"2018_9_27_10_39_22","6","6","3","2","35","forced","NULL","1","NULL","actual_number: 7","2.12"
"2018_9_27_10_39_35","6","3","2","1","34","forced","NULL","2","NULL","actual_number: 7","7.71"
"2018_9_27_10_39_43","6","5","3","1","36","forced","NULL","5","NULL","actual_number: 7","3.42"
"2018_9_27_10_39_49","6","4","2","2","34","forced","NULL","6","NULL","actual_number: 7","6.61"
"2018_9_27_10_39_51","6","6","3","2","36","forced","NULL","2","NULL","actual_number: 7","2.77"
"2018_9_27_10_39_51","6","1","1","1","34","forced","NULL","5","NULL","actual_number: 7","7.05"
"2018_9_27_10_40_5","6","3","2","1","35","forced","NULL","5","NULL","actual_number: 7","2.48"
"2018_9_27_10_40_6","6","2","1","2","34","forced","NULL","3","NULL","actual_number: 7","7.15"
"2018_9_27_10_40_20","6","4","2","2","35","forced","NULL","1","NULL","actual_number: 7","5.93"
"2018_9_27_10_40_24","6","1","1","1","35","forced","NULL","4","NULL","actual_number: 7","4.89"
"2018_9_27_10_40_33","6","2","1","2","35","forced","NULL","3","NULL","actual_number: 7","3.85"
"2018_9_27_10_40_35","6","3","2","1","36","forced","NULL","4","NULL","actual_number: 7","2.37"
"2018_9_27_10_40_48","6","1","1","1","36","forced","NULL","5","NULL","actual_number: 7","4.92"
"2018_9_27_10_40_49","6","4","2","2","36","forced","NULL","2","NULL","actual_number: 7","10.68"
"2018_9_27_10_41_0","6","2","1","2","36","forced","NULL","3","NULL","actual_number: 7","6.39"
"2018_9_28_13_10_32","8","9","5","1","1","forced","NULL","5","NULL","actual_number: 7","6.52"
"2018_9_28_13_11_48","8","3","2","1","1","forced","NULL","6","NULL","actual_number: 7","6.86"
"2018_9_28_13_12_1","8","4","2","2","1","forced","NULL","6","NULL","actual_number: 7","2.05"
"2018_9_28_13_12_18","8","3","2","1","2","forced","NULL","5","NULL","actual_number: 7","4.57"
"2018_9_28_13_12_36","8","4","2","2","2","forced","NULL","5","NULL","actual_number: 7","10.75"
"2018_9_28_13_12_57","8","3","2","1","3","forced","NULL","5","NULL","actual_number: 7","7.85"
"2018_9_28_13_13_7","8","1","1","1","1","forced","NULL","1","NULL","actual_number: 7","5.88"
"2018_9_28_13_13_9","8","4","2","2","3","forced","NULL","1","NULL","actual_number: 7","2.44"
"2018_9_28_13_13_17","8","5","3","1","1","forced","NULL","6","NULL","actual_number: 7","9.57"
"2018_9_28_13_13_19","8","2","1","2","1","forced","NULL","3","NULL","actual_number: 7","4.5"
"2018_9_28_13_13_34","8","6","3","2","1","forced","NULL","6","NULL","actual_number: 7","4.53"
"2018_9_28_13_13_38","8","1","1","1","2","forced","NULL","6","NULL","actual_number: 7","7.43"
"2018_9_28_13_13_51","8","7","4","1","1","forced","NULL","2","NULL","actual_number: 7","10.57"
"2018_9_28_13_13_52","8","2","1","2","2","forced","NULL","6","NULL","actual_number: 7","4.53"
"2018_9_28_13_13_55","8","3","2","1","4","forced","NULL","6","NULL","actual_number: 7","4.98"
"2018_9_28_13_14_1","8","5","3","1","2","forced","NULL","5","NULL","actual_number: 7","11.03"
"2018_9_28_13_14_6","8","4","2","2","4","forced","NULL","2","NULL","actual_number: 7","5.86"
"2018_9_28_13_14_13","8","1","1","1","3","forced","NULL","5","NULL","actual_number: 7","7.02"
"2018_9_28_13_14_16","8","6","3","2","2","forced","NULL","5","NULL","actual_number: 7","8"
"2018_9_28_13_14_23","8","3","2","1","5","forced","NULL","3","NULL","actual_number: 7","4.84"
"2018_9_28_13_14_29","8","2","1","2","3","forced","NULL","2","NULL","actual_number: 7","7.98"
"2018_9_28_13_14_32","8","4","2","2","5","forced","NULL","3","NULL","actual_number: 7","1.58"
"2018_9_28_13_14_37","8","8","4","2","1","forced","NULL","1","NULL","actual_number: 7","7"
"2018_9_28_13_14_39","8","5","3","1","3","forced","NULL","4","NULL","actual_number: 7","10.08"
"2018_9_28_13_15_1","8","3","2","1","6","forced","NULL","4","NULL","actual_number: 7","8.97"
"2018_9_28_13_15_2","8","6","3","2","3","forced","NULL","4","NULL","actual_number: 7","14.65"
"2018_9_28_13_15_3","8","7","4","1","2","forced","NULL","1","NULL","actual_number: 7","8.7"
"2018_9_28_13_15_8","8","1","1","1","4","forced","NULL","4","NULL","actual_number: 7","7.11"
"2018_9_28_13_15_10","8","4","2","2","6","forced","NULL","4","NULL","actual_number: 7","2.09"
"2018_9_28_13_15_15","8","8","4","2","2","forced","NULL","4","NULL","actual_number: 7","5.8"
"2018_9_28_13_15_25","8","2","1","2","4","forced","NULL","5","NULL","actual_number: 7","9.34"
"2018_9_28_13_15_39","8","7","4","1","3","forced","NULL","3","NULL","actual_number: 7","9.54"
"2018_9_28_13_15_46","8","1","1","1","5","forced","NULL","5","NULL","actual_number: 7","7.41"
"2018_9_28_13_15_52","8","5","3","1","4","forced","NULL","6","NULL","actual_number: 7","9.27"
"2018_9_28_13_15_53","8","8","4","2","3","forced","NULL","6","NULL","actual_number: 7","4.87"
