Date,Session,SessionSubject,Team,MoverNo,RoundNo,Report,RT
2019_3_6_11_48_16,15,6,1,2,42,6,2.46
2019_3_6_11_48_20,15,8,2,2,42,5,1.92
2019_3_6_11_48_23,15,12,4,2,43,1,3.72
2019_3_6_11_48_30,15,9,5,1,43,5,5.56
2019_3_6_11_48_32,15,5,3,1,43,4,4.65
2019_3_6_11_48_36,15,7,4,1,44,1,0.88
2019_3_6_11_48_44,15,2,5,2,43,3,5.48
2019_3_6_11_48_45,15,10,3,2,43,4,5.59
2019_3_6_11_48_46,15,12,4,2,44,1,2.75
2019_3_6_11_48_57,15,11,6,1,43,4,7.4
2019_3_6_11_49_0,15,5,3,1,44,3,4.06
2019_3_6_11_49_2,15,7,4,1,45,2,1.3
2019_3_6_11_49_4,15,1,1,1,43,5,5.08
2019_3_6_11_49_5,15,9,5,1,44,5,5.3
2019_3_6_11_49_6,15,3,2,1,43,6,4.93
2019_3_6_11_49_7,15,4,6,2,43,2,4.05
2019_3_6_11_49_12,15,10,3,2,44,3,5.91
2019_3_6_11_49_14,15,6,1,2,43,5,2.32
2019_3_6_11_49_15,15,8,2,2,43,6,1.96
2019_3_6_11_49_15,15,12,4,2,45,2,3.25
2019_3_6_11_49_17,15,2,5,2,44,5,4.32
2019_3_6_11_49_27,15,5,3,1,45,1,3.05
2019_3_6_11_49_29,15,11,6,1,44,6,4.14
2019_3_6_11_49_33,15,3,2,1,44,1,5.36
2019_3_6_11_49_34,15,9,5,1,45,5,3.26
2019_3_6_11_49_34,15,1,1,1,44,6,4.92
2019_3_6_11_49_38,15,10,3,2,45,5,3.58
2019_3_6_11_49_41,15,4,6,2,44,6,1.94
2019_3_6_11_49_44,15,8,2,2,44,1,5.71
2019_3_6_11_49_47,15,2,5,2,45,2,4.76
2019_3_6_11_49_52,15,6,1,2,44,6,4.59
2019_3_6_11_50_2,15,11,6,1,45,6,5.7
2019_3_6_11_50_4,15,3,2,1,45,4,5.23
2019_3_6_11_50_12,15,4,6,2,45,6,2.72
2019_3_6_11_50_13,15,1,1,1,45,6,3.54
2019_3_6_11_50_13,15,8,2,2,45,4,1.75
2019_3_6_11_50_27,15,6,1,2,45,6,5.42
2019_3_6_11_51_13,15,7,4,1,46,6,1.54
2019_3_6_11_51_15,15,9,5,1,46,6,2.8
2019_3_6_11_51_16,15,5,3,1,46,6,3.92
2019_3_6_11_51_21,15,11,6,1,46,4,6.39
2019_3_6_11_51_22,15,3,2,1,46,2,6.87
2019_3_6_11_51_27,15,12,5,2,46,5,4.88
2019_3_6_11_51_27,15,8,3,2,46,4,2.03
2019_3_6_11_51_27,15,1,1,1,46,6,7.28
2019_3_6_11_51_29,15,10,4,2,46,2,6.22
2019_3_6_11_51_37,15,2,6,2,46,4,4.69
2019_3_6_11_51_43,15,6,2,2,46,2,2.36
2019_3_6_11_51_43,15,7,4,1,47,6,1.87
2019_3_6_11_51_44,15,9,5,1,47,6,4.93
2019_3_6_11_51_45,15,4,1,2,46,3,7.23
2019_3_6_11_51_46,15,5,3,1,47,4,5.46
2019_3_6_11_51_54,15,10,4,2,47,6,3.86
2019_3_6_11_51_55,15,8,3,2,47,4,4.02
2019_3_6_11_51_59,15,12,5,2,47,3,4.12
2019_3_6_11_52_3,15,11,6,1,47,5,14.44
2019_3_6_11_52_5,15,3,2,1,47,2,5.1
2019_3_6_11_52_10,15,7,4,1,48,6,1.36
2019_3_6_11_52_10,15,1,1,1,47,4,6.29
2019_3_6_11_52_13,15,5,3,1,48,6,3.42
2019_3_6_11_52_14,15,9,5,1,48,6,2.55
2019_3_6_11_52_19,15,2,6,2,47,5,9.3
2019_3_6_11_52_20,15,8,3,2,48,4,1.44
2019_3_6_11_52_22,15,4,1,2,47,4,4.02
2019_3_6_11_52_22,15,6,2,2,47,2,6.13
2019_3_6_11_52_24,15,10,4,2,48,5,5.27
2019_3_6_11_52_26,15,12,5,2,48,1,3.1
2019_3_6_11_52_43,15,11,6,1,48,6,4.87
2019_3_6_11_52_46,15,3,2,1,48,5,4.95
2019_3_6_11_52_49,15,1,1,1,48,6,7.63
2019_3_6_11_52_57,15,4,1,2,48,6,2.91
2019_3_6_11_53_1,15,6,2,2,48,5,2.25
2019_3_6_11_53_3,15,2,6,2,48,6,7.94
2019_3_6_11_53_10,15,7,4,1,49,6,2.22
2019_3_6_11_53_13,15,5,3,1,49,2,4.81
2019_3_6_11_53_16,15,9,5,1,49,5,4.16
2019_3_6_11_53_20,15,8,3,2,49,2,2.08
2019_3_6_11_53_24,15,10,4,2,49,2,6.01
2019_3_6_11_53_29,15,12,5,2,49,6,3.48
2019_3_6_11_53_40,15,5,3,1,50,5,5.32
2019_3_6_11_53_45,15,7,4,1,50,6,5.96
2019_3_6_11_53_49,15,9,5,1,50,4,4.63
2019_3_6_11_53_50,15,8,3,2,50,6,2.75
2019_3_6_11_53_52,15,3,2,1,49,5,5.66
2019_3_6_11_53_56,15,11,6,1,49,5,3.72
2019_3_6_11_53_57,15,1,1,1,49,3,6.34
2019_3_6_11_53_59,15,10,4,2,50,5,4.5
2019_3_6_11_54_2,15,12,5,2,50,6,3.34
2019_3_6_11_54_6,15,2,6,2,49,1,3.64
2019_3_6_11_54_6,15,6,2,2,49,5,4.85
2019_3_6_11_54_12,15,4,1,2,49,4,1.57
2019_3_6_11_54_13,15,5,3,1,51,6,6.06
2019_3_6_11_54_14,15,7,4,1,51,6,1.02
2019_3_6_11_54_20,15,8,3,2,51,5,2.09
2019_3_6_11_54_22,15,9,5,1,51,5,3.84
2019_3_6_11_54_26,15,11,6,1,50,6,4.4
2019_3_6_11_54_27,15,10,4,2,51,1,3.7
2019_3_6_11_54_29,15,3,2,1,50,4,7.26
2019_3_6_11_54_31,15,1,1,1,50,5,5.07
2019_3_6_11_54_34,15,12,5,2,51,6,2.98
2019_3_6_11_54_38,15,6,2,2,50,4,2.98
2019_3_6_11_54_41,15,2,6,2,50,6,5.03
2019_3_6_11_54_43,15,4,1,2,50,5,2.71
2019_3_6_11_54_58,15,11,6,1,51,6,3.5
2019_3_6_11_55_2,15,1,1,1,51,6,5.42
2019_3_6_11_55_2,15,3,2,1,51,4,11.26
2019_3_6_11_55_12,15,2,6,2,51,4,3.21
2019_3_6_11_55_14,15,5,3,1,52,4,2.98
2019_3_6_11_55_16,15,6,2,2,51,4,5.71
2019_3_6_11_55_18,15,4,1,2,51,1,3.4
2019_3_6_11_55_20,15,7,4,1,52,5,4.31
2019_3_6_11_55_21,15,8,3,2,52,4,1.29
2019_3_6_11_55_29,15,9,5,1,52,6,3.35
2019_3_6_11_55_36,15,10,4,2,52,5,9.32
2019_3_6_11_55_37,15,5,3,1,53,2,2.51
2019_3_6_11_55_42,15,12,5,2,52,2,6.38
2019_3_6_11_55_47,15,8,3,2,53,2,2.52
2019_3_6_11_55_55,15,7,4,1,53,6,3.42
2019_3_6_11_56_4,15,9,5,1,53,5,6.09
2019_3_6_11_56_4,15,5,3,1,54,2,2.95
2019_3_6_11_56_4,15,10,4,2,53,1,3.02
2019_3_6_11_56_4,15,11,6,1,52,6,4.62
2019_3_6_11_56_10,15,1,1,1,52,5,9.39
2019_3_6_11_56_12,15,8,3,2,54,6,2.46
2019_3_6_11_56_14,15,3,2,1,52,5,7.01
2019_3_6_11_56_17,15,12,5,2,53,1,5.47
2019_3_6_11_56_17,15,2,6,2,52,6,2.78
2019_3_6_11_56_21,15,4,1,2,52,3,2.17
2019_3_6_11_56_22,15,7,4,1,54,1,2.87
2019_3_6_11_56_31,15,6,2,2,52,5,2.22
2019_3_6_11_56_33,15,10,4,2,54,6,4.72
2019_3_6_11_56_38,15,11,6,1,53,5,2.94
2019_3_6_11_56_38,15,1,1,1,53,6,3.52
2019_3_6_11_56_40,15,9,5,1,54,6,2.72
2019_3_6_11_56_50,15,4,1,2,53,4,3.09
2019_3_6_11_56_51,15,12,5,2,54,5,3.12
2019_3_6_11_56_51,15,3,2,1,53,4,3.2
2019_3_6_11_56_51,15,2,6,2,53,1,3.03
2019_3_6_11_57_0,15,6,2,2,53,4,2.86
2019_3_6_11_57_10,15,11,6,1,54,6,2.34
2019_3_6_11_57_18,15,1,1,1,54,5,13.93
2019_3_6_11_57_27,15,2,6,2,54,6,6
2019_3_6_11_57_28,15,3,2,1,54,5,6.6
2019_3_6_11_57_31,15,4,1,2,54,5,4.1
2019_3_6_11_57_39,15,6,2,2,54,5,2.42
2019_3_8_14_12_41,17,3,2,1,1,2,8.15
2019_3_8_14_12_56,17,11,6,1,1,4,8.38
2019_3_8_14_14_34,17,4,2,2,1,2,7.81
2019_3_8_14_14_38,17,1,1,1,1,1,11.65
2019_3_8_14_15_3,17,3,2,1,2,6,9.19
2019_3_8_14_15_10,17,2,1,2,1,2,19.69
2019_3_8_14_15_14,17,4,2,2,2,6,3.85
2019_3_8_14_15_38,17,1,1,1,2,6,9.75
2019_3_8_14_15_40,17,3,2,1,3,3,9.8
2019_3_8_14_15_51,17,2,1,2,2,6,2.79
2019_3_8_14_15_56,17,4,2,2,3,3,4.96
2019_3_8_14_16_16,17,5,3,1,1,4,7.94
2019_3_8_14_16_17,17,1,1,1,3,6,9.63
2019_3_8_14_16_30,17,6,3,2,1,4,4.36
2019_3_8_14_16_32,17,2,1,2,3,6,4.87
2019_3_8_14_16_45,17,12,6,2,1,2,21.87
2019_3_8_14_16_55,17,7,4,1,1,5,12.93
2019_3_8_14_16_56,17,3,2,1,4,5,8.04
2019_3_8_14_16_59,17,5,3,1,2,5,8.01
2019_3_8_14_17_9,17,11,6,1,2,4,5.96
2019_3_8_14_17_10,17,4,2,2,4,5,3.91
2019_3_8_14_17_11,17,8,4,2,1,1,7.74
2019_3_8_14_17_17,17,6,3,2,2,5,9.78
2019_3_8_14_17_24,17,12,6,2,2,4,4.44
2019_3_8_14_17_37,17,7,4,1,2,6,6.53
2019_3_8_14_17_42,17,3,2,1,5,6,8.33
2019_3_8_14_17_42,17,5,3,1,3,6,5.77
2019_3_8_14_17_45,17,1,1,1,4,5,11.41
2019_3_8_14_17_48,17,8,4,2,2,6,5.09
2019_3_8_14_17_55,17,11,6,1,3,4,5.86
2019_3_8_14_17_56,17,4,2,2,5,6,4.24
2019_3_8_14_17_56,17,2,1,2,4,3,5.12
2019_3_8_14_18_2,17,6,3,2,3,6,4.25
2019_3_8_14_18_10,17,7,4,1,3,6,7.4
2019_3_8_14_18_14,17,12,6,2,3,4,3.02
2019_3_8_14_18_19,17,8,4,2,3,4,3.2
2019_3_8_14_18_20,17,3,2,1,6,6,8.01
2019_3_8_14_18_28,17,1,1,1,5,4,14.02
2019_3_8_14_18_34,17,4,2,2,6,6,4.71
2019_3_8_14_18_42,17,2,1,2,5,4,3.46
2019_3_8_14_19_4,17,5,3,1,4,6,9.85
2019_3_8_14_19_11,17,11,6,1,4,3,6.1
2019_3_8_14_19_13,17,1,1,1,6,6,12.91
2019_3_8_14_19_27,17,12,6,2,4,6,4.03
2019_3_8_14_19_28,17,6,3,2,4,5,12.25
2019_3_8_14_19_29,17,2,1,2,6,6,6.74
2019_3_8_14_19_37,17,3,2,1,7,5,8.53
2019_3_8_14_19_37,17,7,4,1,4,6,11.28
2019_3_8_14_19_44,17,11,6,1,5,1,3.1
2019_3_8_14_19_47,17,5,3,1,5,3,3.82
2019_3_8_14_19_50,17,4,2,2,7,5,3.65
2019_3_8_14_19_52,17,8,4,2,4,4,2.78
2019_3_8_14_19_57,17,12,6,2,5,6,3.05
2019_3_8_14_19_58,17,6,3,2,5,3,3.85
2019_3_8_14_20_9,17,3,2,1,8,6,6.79
2019_3_8_14_20_11,17,7,4,1,5,6,4.06
2019_3_8_14_20_11,17,9,5,1,1,6,6.32
2019_3_8_14_20_16,17,11,6,1,6,3,2.63
2019_3_8_14_20_17,17,5,3,1,6,3,5.63
2019_3_8_14_20_23,17,4,2,2,8,6,3.98
2019_3_8_14_20_26,17,12,6,2,6,3,2.94
2019_3_8_14_20_27,17,10,5,2,1,6,5.49
2019_3_8_14_20_31,17,6,3,2,6,3,3.68
2019_3_8_14_20_32,17,8,4,2,5,6,6.81
2019_3_8_14_20_42,17,1,1,1,7,5,10.31
2019_3_8_14_20_47,17,3,2,1,9,6,8.47
2019_3_8_14_20_47,17,9,5,1,2,2,5.43
2019_3_8_14_20_52,17,2,1,2,7,5,3.16
2019_3_8_14_21_0,17,7,4,1,6,6,12.17
2019_3_8_14_21_0,17,4,2,2,9,6,5.34
2019_3_8_14_21_5,17,10,5,2,2,2,4.85
2019_3_8_14_21_14,17,8,4,2,6,3,7.43
2019_3_8_14_21_25,17,9,5,1,3,4,5.19
2019_3_8_14_21_26,17,5,3,1,7,5,4.47
2019_3_8_14_21_27,17,11,6,1,7,4,5.56
2019_3_8_14_21_28,17,1,1,1,8,6,16.12
2019_3_8_14_21_39,17,6,3,2,7,5,4.83
2019_3_8_14_21_40,17,12,6,2,7,4,3.95
2019_3_8_14_21_41,17,2,1,2,8,6,3.36
2019_3_8_14_21_49,17,10,5,2,3,6,16.85
2019_3_8_14_22_0,17,11,6,1,8,2,2.4
2019_3_8_14_22_1,17,5,3,1,8,5,5.17
2019_3_8_14_22_11,17,6,3,2,8,5,3.28
2019_3_8_14_22_12,17,12,6,2,8,2,4.45
2019_3_8_14_22_13,17,7,4,1,7,6,7.36
2019_3_8_14_22_18,17,1,1,1,9,5,18.44
2019_3_8_14_22_24,17,8,4,2,7,6,5.28
2019_3_8_14_22_31,17,5,3,1,9,6,5.04
2019_3_8_14_22_32,17,2,1,2,9,4,4.68
2019_3_8_14_22_33,17,11,6,1,9,1,7.66
2019_3_8_14_22_41,17,7,4,1,8,5,3.74
2019_3_8_14_22_46,17,9,5,1,4,5,5.09
2019_3_8_14_22_48,17,12,6,2,9,4,3.43
2019_3_8_14_22_57,17,6,3,2,9,6,13.35
2019_3_8_14_22_57,17,10,5,2,4,5,4.44
2019_3_8_14_22_58,17,8,4,2,8,3,7.62
2019_3_8_14_23_15,17,9,5,1,5,5,4.09
2019_3_8_14_23_21,17,7,4,1,9,5,5.65
2019_3_8_14_23_25,17,10,5,2,5,5,3.23
2019_3_8_14_23_32,17,8,4,2,9,5,3.46
2019_3_8_14_23_47,17,9,5,1,6,5,4.16
2019_3_8_14_23_56,17,10,5,2,6,5,2.72
2019_3_8_14_24_44,17,9,5,1,7,1,3.95
2019_3_8_14_24_56,17,10,5,2,7,6,2.03
2019_3_8_14_25_13,17,9,5,1,8,5,5.33
2019_3_8_14_25_22,17,10,5,2,8,5,2.42
2019_3_8_14_25_38,17,9,5,1,9,6,4.97
2019_3_8_14_25_47,17,10,5,2,9,6,1.83
2019_3_8_14_26_31,17,5,3,1,10,6,4.89
2019_3_8_14_26_32,17,9,5,1,10,3,4.44
2019_3_8_14_26_35,17,1,1,1,10,6,9.56
2019_3_8_14_26_37,17,11,6,1,10,2,5.35
2019_3_8_14_26_44,17,4,3,2,10,6,4.76
2019_3_8_14_26_49,17,10,6,2,10,2,2.09
2019_3_8_14_26_51,17,12,1,2,10,6,5.98
2019_3_8_14_26_52,17,3,2,1,10,5,7.43
2019_3_8_14_26_52,17,8,5,2,10,1,10.57
2019_3_8_14_26_57,17,7,4,1,10,6,12.57
2019_3_8_14_27_5,17,2,2,2,10,6,6.2
2019_3_8_14_27_6,17,5,3,1,11,5,4.62
2019_3_8_14_27_9,17,11,6,1,11,5,6.27
2019_3_8_14_27_9,17,9,5,1,11,5,4.93
2019_3_8_14_27_19,17,1,1,1,11,4,10.96
2019_3_8_14_27_19,17,10,6,2,11,5,2.52
2019_3_8_14_27_21,17,6,4,2,10,4,9.17
2019_3_8_14_27_23,17,8,5,2,11,5,4.03
2019_3_8_14_27_25,17,4,3,2,11,6,9.36
2019_3_8_14_27_30,17,3,2,1,11,2,8.2
2019_3_8_14_27_35,17,12,1,2,11,4,5.46
2019_3_8_14_27_40,17,11,6,1,12,1,4.43
2019_3_8_14_27_42,17,9,5,1,12,6,4.02
2019_3_8_14_27_42,17,2,2,2,11,1,3.14
2019_3_8_14_27_46,17,7,4,1,11,6,4.48
2019_3_8_14_27_50,17,5,3,1,12,2,4.63
2019_3_8_14_27_50,17,10,6,2,12,1,2.11
2019_3_8_14_27_56,17,8,5,2,12,6,6.8
2019_3_8_14_27_58,17,6,4,2,11,6,4.17
2019_3_8_14_28_1,17,1,1,1,12,5,8.6
2019_3_8_14_28_3,17,4,3,2,12,2,3.58
2019_3_8_14_28_11,17,3,2,1,12,3,7.32
2019_3_8_14_28_17,17,7,4,1,12,6,5.82
2019_3_8_14_28_22,17,2,2,2,12,3,2.82
2019_3_8_14_28_26,17,12,1,2,12,4,17.22
2019_3_8_14_28_29,17,6,4,2,12,6,5.09
2019_3_8_14_28_39,17,11,6,1,13,5,8.97
2019_3_8_14_28_42,17,9,5,1,13,3,5.27
2019_3_8_14_28_50,17,10,6,2,13,5,3.02
2019_3_8_14_28_57,17,5,3,1,13,1,12.13
2019_3_8_14_29_2,17,8,5,2,13,1,7.49
2019_3_8_14_29_7,17,11,6,1,14,5,2.22
2019_3_8_14_29_12,17,4,3,2,13,1,7.6
2019_3_8_14_29_17,17,10,6,2,14,6,2.12
2019_3_8_14_29_19,17,9,5,1,14,6,4.67
2019_3_8_14_29_26,17,3,2,1,13,5,6.19
2019_3_8_14_29_29,17,1,1,1,13,5,11.49
2019_3_8_14_29_29,17,5,3,1,14,4,3.58
2019_3_8_14_29_31,17,8,5,2,14,6,3.98
2019_3_8_14_29_34,17,11,6,1,15,4,2.46
2019_3_8_14_29_38,17,2,2,2,13,5,4.45
2019_3_8_14_29_40,17,4,3,2,14,4,4.1
2019_3_8_14_29_44,17,10,6,2,15,6,1.87
2019_3_8_14_29_46,17,12,1,2,13,5,7.54
2019_3_8_14_29_49,17,9,5,1,15,6,5.05
2019_3_8_14_29_55,17,7,4,1,13,6,43.28
2019_3_8_14_29_59,17,3,2,1,14,6,6.96
2019_3_8_14_29_59,17,5,3,1,15,3,4.94
2019_3_8_14_30_3,17,8,5,2,15,5,5.5
2019_3_8_14_30_10,17,6,4,2,13,6,2.9
2019_3_8_14_30_11,17,1,1,1,14,6,9.12
2019_3_8_14_30_14,17,4,3,2,15,3,5.51
2019_3_8_14_30_15,17,2,2,2,14,5,3.3
2019_3_8_14_30_22,17,12,1,2,14,6,2.85
2019_3_8_14_30_27,17,7,4,1,14,6,4.63
2019_3_8_14_30_34,17,11,6,1,16,4,10.81
2019_3_8_14_30_35,17,3,2,1,15,5,6.3
2019_3_8_14_30_43,17,10,6,2,16,6,1.62
2019_3_8_14_30_44,17,6,4,2,14,2,8.54
2019_3_8_14_30_46,17,2,2,2,15,6,4.13
2019_3_8_14_30_46,17,9,5,1,16,1,3.48
2019_3_8_14_30_50,17,1,1,1,15,5,12.56
2019_3_8_14_30_59,17,8,5,2,16,6,3.44
2019_3_8_14_30_59,17,5,3,1,16,6,5.61
2019_3_8_14_31_3,17,12,1,2,15,5,2.79
2019_3_8_14_31_4,17,11,6,1,17,6,8
2019_3_8_14_31_6,17,7,4,1,15,6,6.07
2019_3_8_14_31_12,17,4,3,2,16,6,3.18
2019_3_8_14_31_13,17,10,6,2,17,6,1.73
2019_3_8_14_31_15,17,9,5,1,17,5,4.75
2019_3_8_14_31_26,17,6,4,2,15,6,13.07
2019_3_8_14_31_28,17,8,5,2,17,5,3.74
2019_3_8_14_31_28,17,5,3,1,17,2,4.29
2019_3_8_14_31_34,17,11,6,1,18,6,4.57
2019_3_8_14_31_38,17,3,2,1,16,2,6.74
2019_3_8_14_31_44,17,10,6,2,18,6,1.61
2019_3_8_14_31_45,17,4,3,2,17,2,6.01
2019_3_8_14_31_49,17,2,2,2,16,2,2.76
2019_3_8_14_31_49,17,9,5,1,18,3,3.69
2019_3_8_14_31_59,17,1,1,1,16,4,10
2019_3_8_14_32_3,17,8,5,2,18,3,5.84
2019_3_8_14_32_5,17,5,3,1,18,6,3.82
2019_3_8_14_32_8,17,7,4,1,16,5,2.91
2019_3_8_14_32_9,17,3,2,1,17,6,6.29
2019_3_8_14_32_13,17,12,1,2,16,2,7.27
2019_3_8_14_32_17,17,4,3,2,18,6,3.73
2019_3_8_14_32_23,17,2,2,2,17,4,4.01
2019_3_8_14_32_28,17,6,4,2,16,5,8.92
2019_3_8_14_32_42,17,1,1,1,17,2,11.33
2019_3_8_14_32_44,17,7,4,1,17,5,2.76
2019_3_8_14_32_44,17,3,2,1,18,3,6.73
2019_3_8_14_32_56,17,2,2,2,18,5,2.32
2019_3_8_14_33_2,17,6,4,2,17,5,6.87
2019_3_8_14_33_6,17,12,1,2,17,2,3.95
2019_3_8_14_33_20,17,7,4,1,18,5,2.91
2019_3_8_14_33_25,17,1,1,1,18,6,4.54
2019_3_8_14_33_32,17,6,4,2,18,4,6.37
2019_3_8_14_33_43,17,12,1,2,18,6,8.15
2019_3_8_14_34_35,17,7,4,1,19,6,3.06
2019_3_8_14_34_35,17,3,2,1,19,6,5.76
2019_3_8_14_34_37,17,9,5,1,19,4,6.01
2019_3_8_14_34_38,17,5,3,1,19,3,8.91
2019_3_8_14_34_44,17,12,2,2,19,6,1.83
2019_3_8_14_34_48,17,1,1,1,19,5,10.26
2019_3_8_14_34_48,17,2,3,2,19,6,3.52
2019_3_8_14_34_48,17,4,4,2,19,6,4.39
2019_3_8_14_34_52,17,11,6,1,19,1,9.43
2019_3_8_14_34_54,17,6,5,2,19,4,6.95
2019_3_8_14_34_59,17,10,1,2,19,5,2.33
2019_3_8_14_35_6,17,8,6,2,19,3,3.26
2019_3_8_14_35_6,17,3,2,1,20,6,5.68
2019_3_8_14_35_8,17,7,4,1,20,6,4.77
2019_3_8_14_35_11,17,5,3,1,20,5,7.4
2019_3_8_14_35_14,17,12,2,2,20,6,2.42
2019_3_8_14_35_15,17,9,5,1,20,5,4.55
2019_3_8_14_35_18,17,2,3,2,20,5,1.52
2019_3_8_14_35_21,17,4,4,2,20,6,4.37
2019_3_8_14_35_24,17,1,1,1,20,3,9.11
2019_3_8_14_35_25,17,11,6,1,20,5,3.1
2019_3_8_14_35_29,17,6,5,2,20,5,2.39
2019_3_8_14_35_33,17,3,2,1,21,6,2.92
2019_3_8_14_35_34,17,10,1,2,20,6,2.19
2019_3_8_14_35_35,17,8,6,2,20,5,2.13
2019_3_8_14_35_36,17,5,3,1,21,5,4.31
2019_3_8_14_35_41,17,7,4,1,21,6,4.34
2019_3_8_14_35_42,17,12,2,2,21,6,2.15
2019_3_8_14_35_47,17,2,3,2,21,5,4.23
2019_3_8_14_35_47,17,9,5,1,21,5,3.1
2019_3_8_14_35_55,17,1,1,1,21,6,3.91
2019_3_8_14_35_58,17,4,4,2,21,6,7.73
2019_3_8_14_36_1,17,6,5,2,21,5,7.17
2019_3_8_14_36_3,17,11,6,1,21,4,5.03
2019_3_8_14_36_3,17,10,1,2,21,6,1.79
2019_3_8_14_36_26,17,8,6,2,21,4,3.45
2019_3_8_14_36_31,17,3,2,1,22,6,5.93
2019_3_8_14_36_35,17,5,3,1,22,3,4.63
2019_3_8_14_36_42,17,12,2,2,22,6,4.07
2019_3_8_14_36_45,17,2,3,2,22,2,2.2
2019_3_8_14_36_54,17,7,4,1,22,6,10.06
2019_3_8_14_36_57,17,9,5,1,22,4,6.12
2019_3_8_14_36_59,17,1,1,1,22,5,7.72
2019_3_8_14_37_0,17,3,2,1,23,6,4.54
2019_3_8_14_37_2,17,5,3,1,23,6,3.18
2019_3_8_14_37_7,17,4,4,2,22,6,5.88
2019_3_8_14_37_7,17,10,1,2,22,5,1.74
2019_3_8_14_37_12,17,6,5,2,22,4,6.38
2019_3_8_14_37_12,17,12,2,2,23,6,4.57
2019_3_8_14_37_13,17,11,6,1,22,2,4.57
2019_3_8_14_37_15,17,2,3,2,23,6,1.62
2019_3_8_14_37_21,17,8,6,2,22,2,2.52
2019_3_8_14_37_28,17,9,5,1,23,6,3.27
2019_3_8_14_37_30,17,7,4,1,23,6,5.13
2019_3_8_14_37_33,17,3,2,1,24,6,6.04
2019_3_8_14_37_34,17,5,3,1,24,4,2.7
2019_3_8_14_37_36,17,1,1,1,23,6,13.31
2019_3_8_14_37_42,17,11,6,1,23,6,5.83
2019_3_8_14_37_44,17,12,2,2,24,6,3.09
2019_3_8_14_37_44,17,4,4,2,23,6,7.29
2019_3_8_14_37_45,17,10,1,2,23,6,1.62
2019_3_8_14_37_45,17,2,3,2,24,4,1.76
2019_3_8_14_37_48,17,6,5,2,23,6,11.49
2019_3_8_14_37_52,17,8,6,2,23,6,2.74
2019_3_8_14_38_1,17,7,4,1,24,6,2.86
2019_3_8_14_38_6,17,9,5,1,24,2,5.02
2019_3_8_14_38_9,17,11,6,1,24,3,2.73
2019_3_8_14_38_15,17,4,4,2,24,6,6.08
2019_3_8_14_38_15,17,1,1,1,24,6,15.27
2019_3_8_14_38_20,17,8,6,2,24,6,3.35
2019_3_8_14_38_23,17,10,1,2,24,6,2.19
2019_3_8_14_38_23,17,6,5,2,24,1,9.75
2019_3_8_14_38_32,17,5,3,1,25,6,4.75
2019_3_8_14_38_35,17,3,2,1,25,6,8.41
2019_3_8_14_38_42,17,2,3,2,25,6,1.99
2019_3_8_14_38_47,17,12,2,2,25,6,4.69
2019_3_8_14_38_58,17,7,4,1,25,6,5.47
2019_3_8_14_38_59,17,5,3,1,26,6,3.14
2019_3_8_14_39_1,17,11,6,1,25,4,2.74
2019_3_8_14_39_6,17,3,2,1,26,6,6.34
2019_3_8_14_39_8,17,2,3,2,26,6,1.69
2019_3_8_14_39_8,17,9,5,1,25,2,4.86
2019_3_8_14_39_14,17,4,4,2,25,6,7.03
2019_3_8_14_39_15,17,8,6,2,25,1,3.05
2019_3_8_14_39_17,17,12,2,2,26,6,5.74
2019_3_8_14_39_22,17,5,3,1,27,1,2.76
2019_3_8_14_39_23,17,1,1,1,25,5,15.66
2019_3_8_14_39_26,17,6,5,2,25,2,11.55
2019_3_8_14_39_28,17,7,4,1,26,6,2.42
2019_3_8_14_39_31,17,2,3,2,27,2,2.24
2019_3_8_14_39_32,17,10,1,2,25,5,2.03
2019_3_8_14_39_32,17,11,6,1,26,2,2.84
2019_3_8_14_39_39,17,3,2,1,27,6,6.98
2019_3_8_14_39_41,17,4,4,2,26,6,5.09
2019_3_8_14_39_44,17,9,5,1,26,1,3.2
2019_3_8_14_39_44,17,8,6,2,26,2,3.47
2019_3_8_14_39_54,17,12,2,2,27,6,4.23
2019_3_8_14_39_55,17,6,5,2,26,4,4.79
2019_3_8_14_40_0,17,7,4,1,27,6,3.41
2019_3_8_14_40_1,17,11,6,1,27,3,2.9
2019_3_8_14_40_14,17,4,4,2,27,6,3.77
2019_3_8_14_40_15,17,9,5,1,27,6,5.24
2019_3_8_14_40_16,17,1,1,1,26,6,22.43
2019_3_8_14_40_16,17,8,6,2,27,3,8.3
2019_3_8_14_40_26,17,6,5,2,27,6,2.95
2019_3_8_14_40_27,17,10,1,2,26,6,4.02
2019_3_8_14_40_57,17,1,1,1,27,6,14.88
2019_3_8_14_41_6,17,10,1,2,27,6,2.55
2019_3_8_14_41_52,17,9,5,1,28,4,4.44
2019_3_8_14_41_53,17,7,4,1,28,6,4.78
2019_3_8_14_41_55,17,11,6,1,28,1,4.2
2019_3_8_14_41_59,17,3,2,1,28,6,3.62
2019_3_8_14_42_2,17,5,3,1,28,5,8.56
2019_3_8_14_42_3,17,4,5,2,28,4,3.85
2019_3_8_14_42_5,17,2,4,2,28,5,3.12
2019_3_8_14_42_17,17,12,3,2,28,5,7.8
2019_3_8_14_42_20,17,9,5,1,29,5,3.39
2019_3_8_14_42_20,17,7,4,1,29,5,2.43
2019_3_8_14_42_21,17,10,2,2,28,6,1.9
2019_3_8_14_42_27,17,6,6,2,28,6,19.76
